# type	x	y	ani_set_id	tag	tag1	tag2	
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = Block
# MARIO

#0	2500	300	1
0	80	384	1
# === CARD ===
57	2432	336	57
# === Brick === 
# ---- platform brick ----
1	0	416	0	1
1	16	416	0	1
1	32	416	0	1
1	48	416	0	1
1	64	416	0	1
1	80	416	0	1
1	96	416	0	1
1	112	416	0	1
1	128	416	0	1
1	144	416	0	1
1	160	416	0	1
1	176	416	0	1
1	192	416	0	1
1	208	416	0	1
1	224	416	0	1
1	240	416	0	1
1	256	416	0	1
1	272	416	0	1
1	288	416	0	1
1	304	416	0	1
1	320	416	0	1
1	336	416	0	1
1	352	416	0	1
1	368	416	0	1
1	384	416	0	1
1	400	416	0	1
1	416	416	0	1
1	432	416	0	1
1	448	416	0	1
1	464	416	0	1
1	480	416	0	1
1	496	416	0	1
1	512	416	0	1
1	528	416	0	1
1	544	416	0	1
1	560	416	0	1
1	576	416	0	1
1	592	416	0	1
1	608	416	0	1
1	624	416	0	1
1	640	416	0	1
1	656	416	0	1
1	672	416	0	1
1	688	416	0	1
1	704	416	0	1
1	720	416	0	1
1	736	416	0	1
1	752	416	0	1
1	768	416	0	1
1	784	416	0	1
1	800	416	0	1
1	816	416	0	1
1	832	416	0	1
1	848	416	0	1
1	864	416	0	1
1	880	416	0	1
1	896	416	0	1
1	912	416	0	1
1	928	416	0	1
1	944	416	0	1
1	960	416	0	1
1	976	416	0	1
1	992	416	0	1
1	1008	416	0	1
1	1024	416	0	1
1	1040	416	0	1
1	1056	416	0	1
1	1072	416	0	1
1	1088	416	0	1
1	1104	416	0	1
1	1120	416	0	1
1	1136	416	0	1
1	1152	416	0	1
1	1168	416	0	1
1	1184	416	0	1
1	1200	416	0	1
1	1216	416	0	1
1	1232	416	0	1
1	1248	416	0	1
1	1264	416	0	1
1	1296	416	0	1
1	1312	416	0	1
1	1328	416	0	1
1	1344	416	0	1
1	1360	416	0	1
1	1376	416	0	1
1	1392	416	0	1
1	1408	416	0	1
1	1424	416	0	1
1	1440	416	0	1
1	1456	416	0	1
1	1488	416	0	1
1	1504	416	0	1
1	1520	416	0	1
1	1536	416	0	1
1	1552	416	0	1
1	1568	416	0	1
1	1584	416	0	1
1	1600	416	0	1
1	1616	416	0	1
1	1632	416	0	1
1	1648	416	0	1
1	1664	416	0	1
1	1680	416	0	1
1	1696	416	0	1
1	1712	416	0	1
1	1728	416	0	1
1	1744	416	0	1
1	1760	416	0	1
1	1776	416	0	1
1	1792	416	0	1
1	1808	416	0	1
1	1824	416	0	1
1	1840	416	0	1
1	1856	416	0	1
1	1872	416	0	1
1	1888	416	0	1
